filename,predicted_coverage,gt_coverage,uncertain_pixels,mean_entropy,decision
30-11-2021_15-54-33-579900.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-33-617119.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-33-649893.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-33-683751.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-33-717407.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-33-745833.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-33-779072.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-33-813323.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-33-851914.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-33-890959.png,0.018,0.9994,0.3054,0.556878,REJECT
30-11-2021_15-54-33-919988.png,0.0034,0.9999,0.143,0.359086,ACCEPT
30-11-2021_15-54-33-956493.png,0.0,1.0,0.0008,0.040668,ACCEPT
30-11-2021_15-54-33-999198.png,0.0,1.0,0.0,0.002263,ACCEPT
30-11-2021_15-54-34-046436.png,0.0,0.9586,0.0,0.000153,ACCEPT
30-11-2021_15-54-34-092637.png,0.0,0.3589,0.0,0.0,ACCEPT
30-11-2021_15-54-34-119548.png,0.0,0.4834,0.0,-0.0,ACCEPT
30-11-2021_15-54-34-147824.png,0.0,0.4301,0.0,0.0,ACCEPT
30-11-2021_15-54-34-183380.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-34-208531.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-34-246046.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-34-284129.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-319801.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-351449.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-34-381496.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-416013.png,0.0,0.0,0.0,1e-06,ACCEPT
30-11-2021_15-54-34-444900.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-477747.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-34-509005.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-538543.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-568296.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-598861.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-626342.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-34-657891.png,0.0,0.0,0.0,1e-06,ACCEPT
30-11-2021_15-54-34-694463.png,0.0267,0.9999,0.4502,0.581114,REJECT
30-11-2021_15-54-34-728833.png,0.001,0.9994,0.1901,0.44226,REJECT
30-11-2021_15-54-34-766361.png,0.0004,1.0,0.0427,0.163051,ACCEPT
30-11-2021_15-54-34-808603.png,0.0009,1.0,0.0268,0.061454,ACCEPT
30-11-2021_15-54-34-850043.png,0.0001,0.9977,0.0068,0.036537,ACCEPT
30-11-2021_15-54-34-893122.png,0.0,0.9158,0.002,0.021516,ACCEPT
30-11-2021_15-54-34-935124.png,0.0,0.8331,0.0018,0.021647,ACCEPT
30-11-2021_15-54-34-976637.png,0.0,0.7252,0.0,6e-06,ACCEPT
30-11-2021_15-54-35-025894.png,0.0,0.6863,0.0,5e-06,ACCEPT
30-11-2021_15-54-35-071692.png,0.0,0.0918,0.0,3e-06,ACCEPT
30-11-2021_15-54-35-114901.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-35-151057.png,0.0,0.0386,0.0,0.000211,ACCEPT
30-11-2021_15-54-35-188958.png,0.0,0.2901,0.0006,0.009669,ACCEPT
30-11-2021_15-54-35-230888.png,0.0,0.0488,0.0,0.000311,ACCEPT
30-11-2021_15-54-35-261481.png,0.0003,0.0358,0.001,0.001615,ACCEPT
30-11-2021_15-54-35-291058.png,0.0001,0.23,0.0007,0.001748,ACCEPT
30-11-2021_15-54-35-327505.png,0.0,0.2115,0.0,0.000147,ACCEPT
30-11-2021_15-54-35-365223.png,0.0,0.1122,0.0,9e-06,ACCEPT
30-11-2021_15-54-35-398610.png,0.0,0.0073,0.0,3e-06,ACCEPT
30-11-2021_15-54-35-428679.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-35-457894.png,0.0,0.0,0.0,1e-06,ACCEPT
30-11-2021_15-54-35-485523.png,0.0,0.0,0.0,1e-06,ACCEPT
30-11-2021_15-54-35-512197.png,0.0,0.0,0.0,1e-06,ACCEPT
30-11-2021_15-54-35-541150.png,0.0028,0.0852,0.0066,0.016284,ACCEPT
30-11-2021_15-54-35-575424.png,0.016,0.9998,0.4272,0.564595,REJECT
30-11-2021_15-54-35-604489.png,0.0024,0.9993,0.248,0.441456,REJECT
30-11-2021_15-54-35-634696.png,0.0061,0.9992,0.0588,0.193624,ACCEPT
30-11-2021_15-54-35-668767.png,0.0007,0.9998,0.0343,0.127786,ACCEPT
30-11-2021_15-54-35-706638.png,0.0,1.0,0.0036,0.050543,ACCEPT
30-11-2021_15-54-35-761631.png,0.0,1.0,0.0082,0.080674,ACCEPT
30-11-2021_15-54-35-806421.png,0.0001,0.9996,0.0123,0.072879,ACCEPT
30-11-2021_15-54-35-848512.png,0.0,0.5142,0.0018,0.012111,ACCEPT
30-11-2021_15-54-35-896564.png,0.0002,0.683,0.0036,0.012945,ACCEPT
30-11-2021_15-54-35-945620.png,0.0,0.4231,0.0,4.4e-05,ACCEPT
30-11-2021_15-54-35-990561.png,0.0,0.0411,0.0,1e-06,ACCEPT
30-11-2021_15-54-36-028091.png,0.0,0.5455,0.0,6e-06,ACCEPT
30-11-2021_15-54-36-071180.png,0.0,0.3138,0.0,9e-06,ACCEPT
30-11-2021_15-54-36-111279.png,0.0,0.0344,0.0,0.000177,ACCEPT
30-11-2021_15-54-36-143271.png,0.0,0.1178,0.0002,0.001818,ACCEPT
30-11-2021_15-54-36-175631.png,0.0065,0.3597,0.0103,0.022273,ACCEPT
30-11-2021_15-54-36-214033.png,0.0065,0.6231,0.0159,0.051631,ACCEPT
30-11-2021_15-54-36-261582.png,0.0253,0.948,0.0528,0.116463,ACCEPT
30-11-2021_15-54-36-309911.png,0.0331,0.8903,0.0559,0.087146,ACCEPT
30-11-2021_15-54-36-357759.png,0.0341,0.5401,0.0666,0.098043,ACCEPT
30-11-2021_15-54-36-401688.png,0.0058,0.2303,0.0178,0.031862,ACCEPT
30-11-2021_15-54-36-438503.png,0.0,0.0086,0.0004,0.001477,ACCEPT
30-11-2021_15-54-36-465286.png,0.0159,0.0659,0.0121,0.016923,ACCEPT
30-11-2021_15-54-36-496081.png,0.684,0.8395,0.0783,0.219007,REJECT
30-11-2021_15-54-36-530049.png,0.0076,1.0,0.4734,0.581734,REJECT
30-11-2021_15-54-36-553870.png,0.0125,1.0,0.4465,0.526101,REJECT
30-11-2021_15-54-36-577266.png,0.0083,0.9996,0.3692,0.472934,REJECT
30-11-2021_15-54-36-601430.png,0.068,0.9996,0.3359,0.451082,REJECT
30-11-2021_15-54-36-634928.png,0.0028,0.9899,0.1726,0.364357,REJECT
30-11-2021_15-54-36-669933.png,0.0216,0.9917,0.3069,0.459231,REJECT
30-11-2021_15-54-36-704056.png,0.0311,0.9986,0.4057,0.438696,REJECT
30-11-2021_15-54-36-743385.png,0.0531,0.7055,0.1799,0.2056,REJECT
30-11-2021_15-54-36-789927.png,0.003,0.8466,0.0472,0.148614,ACCEPT
30-11-2021_15-54-36-836338.png,0.0087,0.3088,0.0572,0.088193,ACCEPT
30-11-2021_15-54-36-877756.png,0.0,0.5845,0.0,0.002886,ACCEPT
30-11-2021_15-54-36-924301.png,0.0,0.7631,0.0,9.3e-05,ACCEPT
30-11-2021_15-54-36-966560.png,0.0,0.9685,0.0,4.4e-05,ACCEPT
30-11-2021_15-54-37-007507.png,0.0,0.2574,0.0,2.4e-05,ACCEPT
30-11-2021_15-54-37-043937.png,0.0,0.1788,0.0,0.000809,ACCEPT
30-11-2021_15-54-37-075461.png,0.0,0.4537,0.0004,0.005548,ACCEPT
30-11-2021_15-54-37-114665.png,0.0018,0.7241,0.01,0.026313,ACCEPT
30-11-2021_15-54-37-165260.png,0.0448,0.8111,0.0784,0.132526,ACCEPT
30-11-2021_15-54-37-214344.png,0.0029,0.6432,0.0076,0.019973,ACCEPT
30-11-2021_15-54-37-262414.png,0.0055,0.5345,0.0107,0.033087,ACCEPT
30-11-2021_15-54-37-304310.png,0.0838,0.9816,0.1206,0.200665,ACCEPT
30-11-2021_15-54-37-354113.png,0.0386,0.3267,0.0531,0.084469,ACCEPT
30-11-2021_15-54-37-393657.png,0.5278,0.6548,0.0569,0.164779,REJECT
30-11-2021_15-54-37-427811.png,1.0,1.0,0.001,0.135135,REJECT
30-11-2021_15-54-37-454269.png,0.0,0.69,0.0128,0.064351,ACCEPT
30-11-2021_15-54-37-488142.png,0.0,0.7619,0.0,0.034299,ACCEPT
30-11-2021_15-54-37-526780.png,0.0036,0.6209,0.0202,0.048898,ACCEPT
30-11-2021_15-54-37-569509.png,0.001,0.3647,0.0168,0.031907,ACCEPT
30-11-2021_15-54-37-611917.png,0.0013,0.2788,0.0289,0.057487,ACCEPT
30-11-2021_15-54-37-653673.png,0.0,0.3387,0.0244,0.09139,ACCEPT
30-11-2021_15-54-37-695322.png,0.0281,0.5334,0.2572,0.267247,REJECT
30-11-2021_15-54-37-736404.png,0.0196,0.6533,0.2236,0.242318,REJECT
30-11-2021_15-54-37-779991.png,0.0101,0.9207,0.1577,0.297582,REJECT
30-11-2021_15-54-37-824823.png,0.0226,0.4798,0.0979,0.098502,ACCEPT
30-11-2021_15-54-37-869899.png,0.0,0.2296,0.0,0.004759,ACCEPT
30-11-2021_15-54-37-912251.png,0.001,0.927,0.0072,0.062774,ACCEPT
30-11-2021_15-54-37-958096.png,0.0005,0.7802,0.0057,0.017682,ACCEPT
30-11-2021_15-54-38-003388.png,0.0007,0.9957,0.0098,0.055434,ACCEPT
30-11-2021_15-54-38-044231.png,0.1182,0.9049,0.1848,0.232871,REJECT
30-11-2021_15-54-38-086226.png,0.2906,0.932,0.1894,0.276999,REJECT
30-11-2021_15-54-38-130124.png,0.1022,0.513,0.1209,0.17552,ACCEPT
30-11-2021_15-54-38-176477.png,0.0027,0.5779,0.0144,0.041423,ACCEPT
30-11-2021_15-54-38-226011.png,0.0,0.5292,0.0,0.002921,ACCEPT
30-11-2021_15-54-38-270478.png,0.0323,0.6787,0.0572,0.111216,ACCEPT
30-11-2021_15-54-38-317081.png,0.2096,0.6958,0.1343,0.249982,ACCEPT
30-11-2021_15-54-38-362941.png,0.6436,0.9554,0.0885,0.267348,REJECT
30-11-2021_15-54-38-398329.png,0.9918,0.9996,0.008,0.166791,REJECT
30-11-2021_15-54-38-424115.png,1.0,1.0,0.0,0.15371,REJECT
30-11-2021_15-54-38-449205.png,0.0,0.8046,0.0,0.0,ACCEPT
30-11-2021_15-54-38-492386.png,0.0,0.471,0.0,2e-06,ACCEPT
30-11-2021_15-54-38-537769.png,0.0,0.0072,0.0,0.0,ACCEPT
30-11-2021_15-54-38-573572.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-38-608627.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-38-644034.png,0.0,0.0064,0.0,2.4e-05,ACCEPT
30-11-2021_15-54-38-676411.png,0.0026,0.0503,0.0101,0.01338,ACCEPT
30-11-2021_15-54-38-713645.png,0.0072,0.4108,0.0646,0.123392,ACCEPT
30-11-2021_15-54-38-759079.png,0.0327,0.3488,0.0559,0.058096,ACCEPT
30-11-2021_15-54-38-798600.png,0.0068,0.4221,0.0162,0.036024,ACCEPT
30-11-2021_15-54-38-843795.png,0.0038,0.2429,0.0201,0.038626,ACCEPT
30-11-2021_15-54-38-886538.png,0.0008,0.5,0.0077,0.044827,ACCEPT
30-11-2021_15-54-38-934729.png,0.0,0.766,0.0025,0.033383,ACCEPT
30-11-2021_15-54-38-985025.png,0.0001,0.9998,0.012,0.153964,ACCEPT
30-11-2021_15-54-39-029463.png,0.0107,0.9999,0.0763,0.224704,ACCEPT
30-11-2021_15-54-39-076276.png,0.2389,1.0,0.1952,0.26202,REJECT
30-11-2021_15-54-39-123427.png,0.1083,0.5905,0.1296,0.189794,ACCEPT
30-11-2021_15-54-39-169969.png,0.0,0.3128,0.0,0.001131,ACCEPT
30-11-2021_15-54-39-213917.png,0.1612,0.4544,0.0464,0.11316,ACCEPT
30-11-2021_15-54-39-254232.png,0.6344,0.8063,0.0909,0.241449,REJECT
30-11-2021_15-54-39-288768.png,0.9916,0.9995,0.0137,0.214717,REJECT
30-11-2021_15-54-39-314559.png,0.9999,1.0,0.0182,0.250326,REJECT
30-11-2021_15-54-39-340993.png,0.9996,1.0,0.005,0.181529,REJECT
30-11-2021_15-54-39-367337.png,0.9962,1.0,0.0121,0.166845,REJECT
30-11-2021_15-54-39-395980.png,0.0,0.3265,0.0,0.0,ACCEPT
30-11-2021_15-54-39-434925.png,0.0,0.2412,0.0,2e-06,ACCEPT
30-11-2021_15-54-39-476236.png,0.0,0.2821,0.0,1e-06,ACCEPT
30-11-2021_15-54-39-517699.png,0.0,0.1744,0.0,1e-06,ACCEPT
30-11-2021_15-54-39-555698.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-39-590277.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-39-619550.png,0.0,0.0083,0.0,2.9e-05,ACCEPT
30-11-2021_15-54-39-654019.png,0.0002,0.1066,0.0048,0.017209,ACCEPT
30-11-2021_15-54-39-694464.png,0.0,0.0019,0.0,1e-05,ACCEPT
30-11-2021_15-54-39-729727.png,0.0001,0.0538,0.0015,0.010663,ACCEPT
30-11-2021_15-54-39-771090.png,0.0515,0.4925,0.1921,0.211352,REJECT
30-11-2021_15-54-39-816274.png,0.0023,0.5554,0.0518,0.109005,ACCEPT
30-11-2021_15-54-39-866841.png,0.0398,0.8618,0.1024,0.206717,ACCEPT
30-11-2021_15-54-39-927099.png,0.0057,0.9999,0.1031,0.192339,ACCEPT
30-11-2021_15-54-39-985849.png,0.0014,1.0,0.019,0.075974,ACCEPT
30-11-2021_15-54-40-037490.png,0.0599,1.0,0.1251,0.18116,ACCEPT
30-11-2021_15-54-40-090187.png,0.5901,1.0,0.1876,0.331897,REJECT
30-11-2021_15-54-40-130305.png,0.8156,1.0,0.0443,0.218261,REJECT
30-11-2021_15-54-40-159890.png,0.9916,1.0,0.0752,0.343444,REJECT
30-11-2021_15-54-40-185134.png,1.0,1.0,0.0177,0.217712,REJECT
30-11-2021_15-54-40-211129.png,1.0,1.0,0.0016,0.188445,REJECT
30-11-2021_15-54-40-236847.png,1.0,1.0,0.0933,0.266178,REJECT
30-11-2021_15-54-40-264370.png,1.0,1.0,0.0,0.16656,REJECT
30-11-2021_15-54-40-294427.png,1.0,1.0,0.0001,0.176485,REJECT
30-11-2021_15-54-40-323312.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-369618.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-414931.png,0.0,0.0051,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-459804.png,0.0,0.1034,0.0,0.0,ACCEPT
30-11-2021_15-54-40-508703.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-542640.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-575451.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-612149.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-650869.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-40-689248.png,0.0,0.0291,0.0,0.000738,ACCEPT
30-11-2021_15-54-40-727114.png,0.01,0.5183,0.0419,0.060786,ACCEPT
30-11-2021_15-54-40-779670.png,0.0135,0.6469,0.0428,0.063146,ACCEPT
30-11-2021_15-54-40-836556.png,0.1033,0.8474,0.3356,0.38514,REJECT
30-11-2021_15-54-40-885153.png,0.0482,1.0,0.3964,0.433572,REJECT
30-11-2021_15-54-40-933304.png,0.2648,1.0,0.5511,0.504515,REJECT
30-11-2021_15-54-40-977978.png,0.5782,0.9999,0.7523,0.608434,REJECT
30-11-2021_15-54-41-009401.png,0.9781,1.0,0.2665,0.389578,REJECT
30-11-2021_15-54-41-033094.png,1.0,1.0,0.0,0.242637,REJECT
30-11-2021_15-54-41-056853.png,1.0,1.0,0.0,0.245193,REJECT
30-11-2021_15-54-41-080931.png,1.0,1.0,0.0,0.212745,REJECT
30-11-2021_15-54-41-106479.png,1.0,1.0,0.0,0.223027,REJECT
30-11-2021_15-54-41-129789.png,0.9883,1.0,0.1195,0.272827,REJECT
30-11-2021_15-54-41-155551.png,0.9984,1.0,0.0843,0.281255,REJECT
30-11-2021_15-54-41-185378.png,1.0,1.0,0.0,0.179621,REJECT
30-11-2021_15-54-41-212811.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-41-247796.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-41-286003.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-41-320440.png,0.0,0.1333,0.0,-0.0,ACCEPT
30-11-2021_15-54-41-358587.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-41-394946.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-41-429973.png,0.0,0.0,0.0,0.0,ACCEPT
30-11-2021_15-54-41-464969.png,0.0,0.0,0.0,1.8e-05,ACCEPT
30-11-2021_15-54-41-508822.png,0.0,0.0,0.0,-0.0,ACCEPT
30-11-2021_15-54-41-549911.png,0.0,0.0071,0.0,1e-06,ACCEPT
30-11-2021_15-54-41-589902.png,0.0,0.0122,0.0,1e-06,ACCEPT
30-11-2021_15-54-41-628948.png,0.004,0.0429,0.0062,0.007976,ACCEPT
30-11-2021_15-54-41-668637.png,0.0283,0.5637,0.1284,0.182417,ACCEPT
30-11-2021_15-54-41-723194.png,0.1018,0.9998,0.6421,0.569475,REJECT
